"ASSOCIATION_TYPE"	"PMID"	"NUM_SENTENCE"	"ENTITY1_TEXT"	"ENTITY1_INI"	"ENTITY1_END"	"ENTITY1_TYPE"	"ENTITY2_TEXT"	"ENTITY2_INI"	"ENTITY2_END"	"ENTITY2_TYPE"	"SENTENCE"
"PA"	18713852	8	"aspergillosis"	105	118	"Diseases & Disorders"	"posaconazole"	31	43	"Chemicals & Drugs"	"Similarly, the same regimen of posaconazole reduced invasive fungal infections (95% CI -9.7 to -2.5) and aspergillosis (CI not reported, p < 0.001) when compared with fluconazole and itraconazole in neutropenic patients."
"PA"	18713852	8	"invasive fungal infections"	52	78	"Diseases & Disorders"	"posaconazole"	31	43	"Chemicals & Drugs"	"Similarly, the same regimen of posaconazole reduced invasive fungal infections (95% CI -9.7 to -2.5) and aspergillosis (CI not reported, p < 0.001) when compared with fluconazole and itraconazole in neutropenic patients."
"PA"	18713852	12	"headache"	80	88	"Diseases & Disorders"	"posaconazole"	59	71	"Chemicals & Drugs"	"The most common adverse effects associated with the use of posaconazole include headache, fever, nausea, vomiting, and diarrhea."
"SA"	18713852	14	"invasive fungal infection"	100	125	"Diseases & Disorders"	"posaconazole"	14	26	"Chemicals & Drugs"	"At this time, posaconazole should probably be reserved for prophylaxis in patients at high risk for invasive fungal infection, as salvage therapy in refractory or resistant infections, or for patients with intolerance to other therapies."
"SA"	18713852	14	"resistant infections"	163	183	"Diseases & Disorders"	"posaconazole"	14	26	"Chemicals & Drugs"	"At this time, posaconazole should probably be reserved for prophylaxis in patients at high risk for invasive fungal infection, as salvage therapy in refractory or resistant infections, or for patients with intolerance to other therapies."
"PA"	18713852	8	"invasive fungal infections"	52	78	"Diseases & Disorders"	"fluconazole"	167	178	"Chemicals & Drugs"	"Similarly, the same regimen of posaconazole reduced invasive fungal infections (95% CI -9.7 to -2.5) and aspergillosis (CI not reported, p < 0.001) when compared with fluconazole and itraconazole in neutropenic patients."
"PA"	18713852	8	"aspergillosis"	105	118	"Diseases & Disorders"	"fluconazole"	167	178	"Chemicals & Drugs"	"Similarly, the same regimen of posaconazole reduced invasive fungal infections (95% CI -9.7 to -2.5) and aspergillosis (CI not reported, p < 0.001) when compared with fluconazole and itraconazole in neutropenic patients."
"PA"	18713852	7	"aspergillosis"	131	144	"Diseases & Disorders"	"Posaconazole"	0	12	"Chemicals & Drugs"	"Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole."
"PA"	18713852	7	"invasive fungal infections"	69	95	"Diseases & Disorders"	"Posaconazole"	0	12	"Chemicals & Drugs"	"Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole."
"PA"	18713852	9	"oropharyngeal candidiasis"	60	85	"Diseases & Disorders"	"fluconazole"	31	42	"Chemicals & Drugs"	"Posaconazole is noninferior to fluconazole for treatment of oropharyngeal candidiasis (95% CI -6.6 to 5.0), but necessity for this indication remains unclear, as many other treatment options exist."
"PA"	18713852	7	"invasive fungal infections"	69	95	"Diseases & Disorders"	"fluconazole"	274	285	"Chemicals & Drugs"	"Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole."
"PA"	18713852	7	"aspergillosis"	131	144	"Diseases & Disorders"	"fluconazole"	274	285	"Chemicals & Drugs"	"Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole."
"SA"	17499360	5	"cerebellar deficits"	233	252	"Diseases & Disorders"	"succimer"	191	199	"Chemicals & Drugs"	"While some beneficial neuromotor effects of succimer therapy were observed in the present study there remains several unanswered questions such as how long these effects will persist and how succimer therapy modifies lead-associated cerebellar deficits manifesting as perturbations in vestibular and/or proprioception systems for postural balance and functional locomotion."
"FA"	18395883	1	"multiple sclerosis"	65	83	"Diseases & Disorders"	"Long-term immunomodulatory drug"	0	31	"Chemicals & Drugs"	"Long-term immunomodulatory drug (IMD) treatment is now common in multiple sclerosis (MS)."
"PA"	17484031	1	"cardiovascular diseases"	82	105	"Diseases & Disorders"	"tobacco smoke"	22	35	"Chemicals & Drugs"	"It is well known that tobacco smoke exposure is related to the risk of developing cardiovascular diseases and events."
"PA"	17634547	1	"vasomotor symptoms"	92	110	"Diseases & Disorders"	"Tibolone"	0	8	"Chemicals & Drugs"	"Tibolone is a selective tissue estrogenic activity regulator, approved for the treatment of vasomotor symptoms in postmenopausal women."
"FA"	17634547	13	"tumor"	87	92	"Diseases & Disorders"	"tibolone"	31	39	"Chemicals & Drugs"	"In ER+ breast tumors, 2.5 mg/d tibolone given for 14 days has no significant effect on tumor cell proliferation."
"FA"	17634547	13	"ER+ breast tumors"	3	20	"Diseases & Disorders"	"tibolone"	31	39	"Chemicals & Drugs"	"In ER+ breast tumors, 2.5 mg/d tibolone given for 14 days has no significant effect on tumor cell proliferation."
"FA"	17894421	1	"congenital malformations"	117	141	"Diseases & Disorders"	"BZD"	29	32	"Chemicals & Drugs"	"Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts."
"FA"	17894421	1	"orofacial clefts"	156	172	"Diseases & Disorders"	"Benzodiazepines"	12	27	"Chemicals & Drugs"	"Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts."
"FA"	17894421	1	"congenital malformations"	117	141	"Diseases & Disorders"	"Benzodiazepines"	12	27	"Chemicals & Drugs"	"Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts."
"FA"	17894421	11	"preterm birth"	58	71	"Diseases & Disorders"	"BZD"	16	19	"Chemicals & Drugs"	"Maternal use of BZD and/or HBRA may increase the risk for preterm birth and low birth weight and cause neonatal symptoms, but does not appear to have a strong teratogenic potential."
"FA"	17894421	1	"orofacial clefts"	156	172	"Diseases & Disorders"	"BZD"	29	32	"Chemicals & Drugs"	"Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts."
"NA"	19117254	12	"vascular lesions"	100	116	"Diseases & Disorders"	"etonogestrel"	141	153	"Chemicals & Drugs"	"We found no evidence of impaired control of the carbohydrate and lipid metabolism or aggravation of vascular lesions during the two years an etonogestrel implant was used by diabetic women."
"PA"	18230056	0	"infections due to Gram-positive pathogens"	55	96	"Diseases & Disorders"	"Oritavancin"	0	11	"Chemicals & Drugs"	"Oritavancin: a new promising agent in the treatment of infections due to Gram-positive pathogens."
"PA"	18208910	10	"long-term cognitive impairment"	196	226	"Diseases & Disorders"	"ecstasy/cannabis"	42	58	"Chemicals & Drugs"	"Our findings support that ecstasy use, or ecstasy/cannabis synergic effects, are responsible for the sub-clinical deficits observed in ecstasy polydrug users, and provides additional evidence for long-term cognitive impairment owing to ecstasy consumption in the context of polydrug use."
"FA"	18208910	8	"deficits on verbal fluency"	48	74	"Diseases & Disorders"	"ecstasy"	16	23	"Chemicals & Drugs"	"After two years ecstasy users showed persistent deficits on verbal fluency, working memory and processing speed."
"FA"	18208910	7	"deficits on episodic memory"	137	164	"Diseases & Disorders"	"ecstasy"	64	71	"Chemicals & Drugs"	"When ecstasy users were classified according to lifetime use of ecstasy, the more severe users (more than 100 tablets) showed additional deficits on episodic memory."
"FA"	18586644	8	"infections"	171	181	"Diseases & Disorders"	"NaFe-EDTA"	67	76	"Chemicals & Drugs"	"No significant differences were observed between FeSO4+citrate and NaFe-EDTA fortification, regarding mitigation of iron-deficiency anemia (IDA) or regarding CRP, growth, infections, or side-effects."
"FA"	18586644	8	"iron-deficiency anemia"	116	138	"Diseases & Disorders"	"NaFe-EDTA"	67	76	"Chemicals & Drugs"	"No significant differences were observed between FeSO4+citrate and NaFe-EDTA fortification, regarding mitigation of iron-deficiency anemia (IDA) or regarding CRP, growth, infections, or side-effects."
"FA"	18586644	8	"iron-deficiency anemia"	116	138	"Diseases & Disorders"	"FeSO4"	49	54	"Chemicals & Drugs"	"No significant differences were observed between FeSO4+citrate and NaFe-EDTA fortification, regarding mitigation of iron-deficiency anemia (IDA) or regarding CRP, growth, infections, or side-effects."
"FA"	18586644	8	"infections"	171	181	"Diseases & Disorders"	"FeSO4"	49	54	"Chemicals & Drugs"	"No significant differences were observed between FeSO4+citrate and NaFe-EDTA fortification, regarding mitigation of iron-deficiency anemia (IDA) or regarding CRP, growth, infections, or side-effects."
"FA"	19135998	1	"chronic hepatitis C genotype 4"	88	118	"Diseases & Disorders"	"peginterferon"	132	145	"Chemicals & Drugs"	"Sustained virologic response (SVR) rates of 50%-60% have been achieved in patients with chronic hepatitis C genotype 4 treated with peginterferon plus ribavirin."
"PA"	19135998	7	"anemia"	79	85	"Diseases & Disorders"	"ribavirin"	110	119	"Chemicals & Drugs"	"Adverse events were similar across treatment groups except for higher rates of anemia in the groups receiving ribavirin."
"PA"	19135998	1	"chronic hepatitis C genotype 4"	88	118	"Diseases & Disorders"	"ribavirin"	151	160	"Chemicals & Drugs"	"Sustained virologic response (SVR) rates of 50%-60% have been achieved in patients with chronic hepatitis C genotype 4 treated with peginterferon plus ribavirin."
"FA"	18058121	1	"spontaneous abortions"	97	118	"Diseases & Disorders"	"radioisotopes of metals and halogen elements"	12	56	"Chemicals & Drugs"	"Exposure to radioisotopes of metals and halogen elements occurring in medical practice may cause spontaneous abortions."
"PA"	18058121	7	"spontaneous abortions"	130	151	"Diseases & Disorders"	"radioisotopes"	60	73	"Chemicals & Drugs"	"For exposure levels within standard recommended guidelines, radioisotopes are far more likely to play a role in the occurrence of spontaneous abortions than X-rays."
"FA"	18058121	5	"spontaneous abortions"	79	100	"Diseases & Disorders"	"radioisotopes"	17	30	"Chemicals & Drugs"	"Women exposed to radioisotopes experienced at least a threefold higher rate of spontaneous abortions than those exposed to X-ray (OR = 3.68, 95% CI = 1.39-9.74, P < 0.01)."
"PA"	17391803	0	"advanced-stage non-small-cell lung cancer"	59	100	"Diseases & Disorders"	"docetaxel"	45	54	"Chemicals & Drugs"	"An open multicenter phase II trial of weekly docetaxel for advanced-stage non-small-cell lung cancer in elderly patients with significant comorbidity and/or poor performance status: The GFPC 02-02b study."
"PA"	19026757	8	"asthma-related deaths"	50	71	"Diseases & Disorders"	"LABA"	12	16	"Chemicals & Drugs"	"Contrarily, LABA showed a significant increase in asthma-related deaths (Relative Risk=3.83; 95% CI, 1.21-12.14)."
"FA"	19026757	5	"asthma exacerbations"	22	42	"Diseases & Disorders"	"corticosteroids"	67	82	"Chemicals & Drugs"	"Primary outcomes were asthma exacerbations (AE) requiring systemic corticosteroids or hospitalization, life-threatening exacerbations and asthma-related deaths."
"PA"	18303032	2	"PTCL"	95	99	"Diseases & Disorders"	"high-dose cyclophosphamide"	126	152	"Chemicals & Drugs"	"Forty-one patients [30 males and 11 females, median age 47 years] consecutively diagnosed with PTCL received three courses of high-dose cyclophosphamide 2000 mg/m(2)/day, adriamycin 90 mg/m(2)/day, vincristine and prednisone alternating with three courses of etoposide, cisplatin, cytarabine and prednisone."
"PA"	18303032	2	"PTCL"	95	99	"Diseases & Disorders"	"adriamycin"	171	181	"Chemicals & Drugs"	"Forty-one patients [30 males and 11 females, median age 47 years] consecutively diagnosed with PTCL received three courses of high-dose cyclophosphamide 2000 mg/m(2)/day, adriamycin 90 mg/m(2)/day, vincristine and prednisone alternating with three courses of etoposide, cisplatin, cytarabine and prednisone."
"PA"	18303032	2	"PTCL"	95	99	"Diseases & Disorders"	"cisplatin"	270	279	"Chemicals & Drugs"	"Forty-one patients [30 males and 11 females, median age 47 years] consecutively diagnosed with PTCL received three courses of high-dose cyclophosphamide 2000 mg/m(2)/day, adriamycin 90 mg/m(2)/day, vincristine and prednisone alternating with three courses of etoposide, cisplatin, cytarabine and prednisone."
"PA"	18303032	2	"PTCL"	95	99	"Diseases & Disorders"	"prednisone"	296	306	"Chemicals & Drugs"	"Forty-one patients [30 males and 11 females, median age 47 years] consecutively diagnosed with PTCL received three courses of high-dose cyclophosphamide 2000 mg/m(2)/day, adriamycin 90 mg/m(2)/day, vincristine and prednisone alternating with three courses of etoposide, cisplatin, cytarabine and prednisone."
"PA"	18303032	2	"PTCL"	95	99	"Diseases & Disorders"	"vincristine"	198	209	"Chemicals & Drugs"	"Forty-one patients [30 males and 11 females, median age 47 years] consecutively diagnosed with PTCL received three courses of high-dose cyclophosphamide 2000 mg/m(2)/day, adriamycin 90 mg/m(2)/day, vincristine and prednisone alternating with three courses of etoposide, cisplatin, cytarabine and prednisone."
"PA"	18303032	2	"PTCL"	95	99	"Diseases & Disorders"	"cytarabine"	281	291	"Chemicals & Drugs"	"Forty-one patients [30 males and 11 females, median age 47 years] consecutively diagnosed with PTCL received three courses of high-dose cyclophosphamide 2000 mg/m(2)/day, adriamycin 90 mg/m(2)/day, vincristine and prednisone alternating with three courses of etoposide, cisplatin, cytarabine and prednisone."
"PA"	18303032	2	"PTCL"	95	99	"Diseases & Disorders"	"etoposide"	259	268	"Chemicals & Drugs"	"Forty-one patients [30 males and 11 females, median age 47 years] consecutively diagnosed with PTCL received three courses of high-dose cyclophosphamide 2000 mg/m(2)/day, adriamycin 90 mg/m(2)/day, vincristine and prednisone alternating with three courses of etoposide, cisplatin, cytarabine and prednisone."
"PA"	17541882	8	"negative symptoms"	132	149	"Diseases & Disorders"	"ziprasidone"	7	18	"Chemicals & Drugs"	"Plasma ziprasidone levels ranged from 20 ng/mL to 160 ng/mL (mean: 75.8 ng/mL) and were significantly related to the improvement in negative symptoms."
"PA"	17541882	9	"extrapyramidal symptoms"	122	145	"Diseases & Disorders"	"ziprasidone"	75	86	"Chemicals & Drugs"	"The study showed that ziprasidone was effective and tolerable, that use of ziprasidone was characterized by an absence of extrapyramidal symptoms and weight gain, and that no alterations in clinical laboratory tests occurred."
"PA"	19033289	10	"inflammation"	30	42	"Diseases & Disorders"	"bevacizumab"	54	65	"Chemicals & Drugs"	"Characteristic features of an inflammation induced by bevacizumab injection include an early onset with painless loss in VA mostly without conjunctival or ciliary injection."
"PA"	17562245	1	"high-grade non-Hodgkin lymphoma"	179	210	"Diseases & Disorders"	"prednisone"	87	97	"Chemicals & Drugs"	"Administration of full-dose R-CHOP (rituximab/cyclophosphamide/doxorubicin/vincristine/prednisone) chemotherapy is important to maximize response in patients with intermediate-or high-grade non-Hodgkin lymphoma but might be difficult in older patients."
"PA"	17562245	1	"high-grade non-Hodgkin lymphoma"	179	210	"Diseases & Disorders"	"rituximab"	36	45	"Chemicals & Drugs"	"Administration of full-dose R-CHOP (rituximab/cyclophosphamide/doxorubicin/vincristine/prednisone) chemotherapy is important to maximize response in patients with intermediate-or high-grade non-Hodgkin lymphoma but might be difficult in older patients."
"PA"	17562245	1	"high-grade non-Hodgkin lymphoma"	179	210	"Diseases & Disorders"	"doxorubicin"	63	74	"Chemicals & Drugs"	"Administration of full-dose R-CHOP (rituximab/cyclophosphamide/doxorubicin/vincristine/prednisone) chemotherapy is important to maximize response in patients with intermediate-or high-grade non-Hodgkin lymphoma but might be difficult in older patients."
"PA"	17562245	1	"high-grade non-Hodgkin lymphoma"	179	210	"Diseases & Disorders"	"cyclophosphamide"	46	62	"Chemicals & Drugs"	"Administration of full-dose R-CHOP (rituximab/cyclophosphamide/doxorubicin/vincristine/prednisone) chemotherapy is important to maximize response in patients with intermediate-or high-grade non-Hodgkin lymphoma but might be difficult in older patients."
"PA"	17562245	1	"high-grade non-Hodgkin lymphoma"	179	210	"Diseases & Disorders"	"vincristine"	75	86	"Chemicals & Drugs"	"Administration of full-dose R-CHOP (rituximab/cyclophosphamide/doxorubicin/vincristine/prednisone) chemotherapy is important to maximize response in patients with intermediate-or high-grade non-Hodgkin lymphoma but might be difficult in older patients."
"PA"	18512713	9	"lung cancer"	140	151	"Diseases & Disorders"	"methotrexate"	38	50	"Chemicals & Drugs"	"Compared with the general population, methotrexate-treated RA patients have an increased incidence of melanoma, non-Hodgkin's lymphoma, and lung cancer."
"PA"	18512713	9	"melanoma"	102	110	"Diseases & Disorders"	"methotrexate"	38	50	"Chemicals & Drugs"	"Compared with the general population, methotrexate-treated RA patients have an increased incidence of melanoma, non-Hodgkin's lymphoma, and lung cancer."
"PA"	18512713	9	"non-Hodgkin's lymphoma"	112	134	"Diseases & Disorders"	"methotrexate"	38	50	"Chemicals & Drugs"	"Compared with the general population, methotrexate-treated RA patients have an increased incidence of melanoma, non-Hodgkin's lymphoma, and lung cancer."
"FA"	18512713	8	"malignancy"	42	52	"Diseases & Disorders"	"methotrexate"	59	71	"Chemicals & Drugs"	"There was an estimated 50% excess risk of malignancy among methotrexate-exposed RA patients relative to the general population (SIR 1.5, 95% confidence interval [95% CI] 1.2-1.9), with a 3-fold increase in melanoma (SIR 3.0, 95% CI 1.2-6.2), a 5-fold increase in non-Hodgkin's lymphoma (SIR 5.1, 95% CI 2.2-10.0), and an almost 3-fold increase in lung cancer (SIR 2.9, 95% CI 1.6-4.8)."
"PA"	18512713	8	"non-Hodgkin's lymphoma"	263	285	"Diseases & Disorders"	"methotrexate"	59	71	"Chemicals & Drugs"	"There was an estimated 50% excess risk of malignancy among methotrexate-exposed RA patients relative to the general population (SIR 1.5, 95% confidence interval [95% CI] 1.2-1.9), with a 3-fold increase in melanoma (SIR 3.0, 95% CI 1.2-6.2), a 5-fold increase in non-Hodgkin's lymphoma (SIR 5.1, 95% CI 2.2-10.0), and an almost 3-fold increase in lung cancer (SIR 2.9, 95% CI 1.6-4.8)."
"PA"	18512713	8	"lung cancer"	347	358	"Diseases & Disorders"	"methotrexate"	59	71	"Chemicals & Drugs"	"There was an estimated 50% excess risk of malignancy among methotrexate-exposed RA patients relative to the general population (SIR 1.5, 95% confidence interval [95% CI] 1.2-1.9), with a 3-fold increase in melanoma (SIR 3.0, 95% CI 1.2-6.2), a 5-fold increase in non-Hodgkin's lymphoma (SIR 5.1, 95% CI 2.2-10.0), and an almost 3-fold increase in lung cancer (SIR 2.9, 95% CI 1.6-4.8)."
"PA"	18512713	8	"melanoma"	206	214	"Diseases & Disorders"	"methotrexate"	59	71	"Chemicals & Drugs"	"There was an estimated 50% excess risk of malignancy among methotrexate-exposed RA patients relative to the general population (SIR 1.5, 95% confidence interval [95% CI] 1.2-1.9), with a 3-fold increase in melanoma (SIR 3.0, 95% CI 1.2-6.2), a 5-fold increase in non-Hodgkin's lymphoma (SIR 5.1, 95% CI 2.2-10.0), and an almost 3-fold increase in lung cancer (SIR 2.9, 95% CI 1.6-4.8)."
"PA"	18512713	0	"rheumatoid arthritis"	51	71	"Diseases & Disorders"	"methotrexate"	94	106	"Chemicals & Drugs"	"Incidence of melanoma and other malignancies among rheumatoid arthritis patients treated with methotrexate."
"PA"	18512713	1	"rheumatoid arthritis"	44	64	"Diseases & Disorders"	"methotrexate"	92	104	"Chemicals & Drugs"	"To determine cancer risk in a cohort of 459 rheumatoid arthritis (RA) patients treated with methotrexate in community practice."
"PA"	18512713	1	"cancer"	13	19	"Diseases & Disorders"	"methotrexate"	92	104	"Chemicals & Drugs"	"To determine cancer risk in a cohort of 459 rheumatoid arthritis (RA) patients treated with methotrexate in community practice."
"PA"	18512713	0	"malignancies"	32	44	"Diseases & Disorders"	"methotrexate"	94	106	"Chemicals & Drugs"	"Incidence of melanoma and other malignancies among rheumatoid arthritis patients treated with methotrexate."
"PA"	18512713	0	"melanoma"	13	21	"Diseases & Disorders"	"methotrexate"	94	106	"Chemicals & Drugs"	"Incidence of melanoma and other malignancies among rheumatoid arthritis patients treated with methotrexate."
"FA"	18205897	1	"heparin-induced thrombocytopenia type II"	91	131	"Diseases & Disorders"	"Recombinant hirudin"	0	19	"Chemicals & Drugs"	"Recombinant hirudin is used as an alternative anticoagulant, particularly in patients with heparin-induced thrombocytopenia type II."
"PA"	18198174	5	"colitis"	69	76	"Diseases & Disorders"	"dextran sodium sulfate"	38	60	"Chemicals & Drugs"	"Absence of villin predisposes mice to dextran sodium sulfate-induced colitis by promoting apoptosis."
"FA"	18389682	2	"thromboembolism"	210	225	"Diseases & Disorders"	"anticoagulant"	105	118	"Chemicals & Drugs"	"Dental surgery for these children has historically consisted of decreasing and/or discontinuing the oral anticoagulant and instituting heparin therapy prior to the planned dental procedure, which can result in thromboembolism and increased morbidity and mortality."
"FA"	18389682	1	"thrombosis"	152	162	"Diseases & Disorders"	"anticoagulant"	109	122	"Chemicals & Drugs"	"Children with prosthetic cardiac valves and other invasive mechanical devices that direct blood flow require anticoagulant medication for prevention of thrombosis."
"PA"	18389682	2	"thromboembolism"	210	225	"Diseases & Disorders"	"heparin"	135	142	"Chemicals & Drugs"	"Dental surgery for these children has historically consisted of decreasing and/or discontinuing the oral anticoagulant and instituting heparin therapy prior to the planned dental procedure, which can result in thromboembolism and increased morbidity and mortality."
"PA"	17945482	8	"lung cancer"	213	224	"Diseases & Disorders"	"sutent"	88	94	"Chemicals & Drugs"	"Finally, in non-small cell lung cancer (NSCLC) in patients' progressing on chemotherapy sutent was able to achieve a 10% response rate, a level of activity similar to those documented by other agents approved for lung cancer."
"PA"	17945482	3	"metastatic renal cell carcinoma"	106	137	"Diseases & Disorders"	"sutent"	35	41	"Chemicals & Drugs"	"In several phase I/II/III studies, sutent was found to be effective as second and first line treatment in metastatic renal cell carcinoma (RCC)."
"PA"	17945482	8	"NSCLC"	40	45	"Diseases & Disorders"	"sutent"	88	94	"Chemicals & Drugs"	"Finally, in non-small cell lung cancer (NSCLC) in patients' progressing on chemotherapy sutent was able to achieve a 10% response rate, a level of activity similar to those documented by other agents approved for lung cancer."
"PA"	17945482	5	"GIST"	101	105	"Diseases & Disorders"	"Sutent"	0	6	"Chemicals & Drugs"	"Sutent was also effective as second line treatment in patients with gastrointestinal stromal tumors (GIST) with 8% response rate, 70% stable disease and a 20-month median survival."
"PA"	17945482	7	"breast cancer"	57	70	"Diseases & Disorders"	"sutent"	72	78	"Chemicals & Drugs"	"In addition, a phase II study in multitreated women with breast cancer, sutent demonstrated a moderate activity with 16% clinical benefit."
"PA"	18533797	1	"anemia"	171	177	"Diseases & Disorders"	"Epoetin beta"	0	12	"Chemicals & Drugs"	"Epoetin beta effectively increases hemoglobin levels, reduces the need for transfusions and improves the quality of life in patients with symptomatic chemotherapy-induced anemia with a range of solid tumors and lymphoid malignancies."
"FA"	18533797	3	"cancer"	156	162	"Diseases & Disorders"	"epoetin beta"	93	105	"Chemicals & Drugs"	"This once-weekly regimen is generally well tolerated, and studies to date have reported that epoetin beta has a neutral effect on survival of patients with cancer."
"FA"	18533797	0	"anemia"	98	104	"Diseases & Disorders"	"Epoetin beta"	0	12	"Chemicals & Drugs"	"Epoetin beta once weekly: review of its efficacy and safety in patients with chemotherapy-induced anemia."
"PA"	18790215	5	"immunosuppression"	116	133	"Diseases & Disorders"	"mycophenolate mofetil"	56	77	"Chemicals & Drugs"	"During the induction phase, tacrolimus or cyclosporine, mycophenolate mofetil, and methylprednisolone were used for immunosuppression."
"PA"	18790215	5	"immunosuppression"	116	133	"Diseases & Disorders"	"tacrolimus"	28	38	"Chemicals & Drugs"	"During the induction phase, tacrolimus or cyclosporine, mycophenolate mofetil, and methylprednisolone were used for immunosuppression."
"PA"	18790215	5	"immunosuppression"	116	133	"Diseases & Disorders"	"methylprednisolone"	83	101	"Chemicals & Drugs"	"During the induction phase, tacrolimus or cyclosporine, mycophenolate mofetil, and methylprednisolone were used for immunosuppression."
"PA"	18790215	5	"immunosuppression"	116	133	"Diseases & Disorders"	"cyclosporine"	42	54	"Chemicals & Drugs"	"During the induction phase, tacrolimus or cyclosporine, mycophenolate mofetil, and methylprednisolone were used for immunosuppression."
"PA"	17697016	1	"anaemia"	104	111	"Diseases & Disorders"	"interferon"	61	71	"Chemicals & Drugs"	"The most frequent and the most troublesome adverse effect of interferon plus ribavirin-based therapy is anaemia."
"PA"	17697016	6	"anaemia"	37	44	"Diseases & Disorders"	"zidovudine"	79	89	"Chemicals & Drugs"	"In multivariate analysis the risk of anaemia was significantly associated with zidovudine (OR, 3.27 95% CI, 1.64-6.54, P = 0.0008) and peg-IFN (OR, 2.35; 95% CI, 1.16-4.57, P = 0.0179)."
"PA"	17697016	8	"anaemia"	47	54	"Diseases & Disorders"	"Zidovudine"	0	10	"Chemicals & Drugs"	"Zidovudine discontinuation could help to avoid anaemia associated with anti-HCV therapy."
"PA"	17697016	7	"anaemia"	12	19	"Diseases & Disorders"	"protease inhibitor"	149	167	"Chemicals & Drugs"	"The risk of anaemia was lower in patients with higher baseline haemoglobin levels (OR, 0.35 95% CI, 0.26-0.49, P < 0.0001) and in patients receiving protease inhibitor-based antiretroviral therapy (OR, 0.51 95% CI, 0.30-0.86, P = 0.0114)."
"PA"	17697016	1	"anaemia"	104	111	"Diseases & Disorders"	"ribavirin"	77	86	"Chemicals & Drugs"	"The most frequent and the most troublesome adverse effect of interferon plus ribavirin-based therapy is anaemia."
"PA"	18713156	7	"migraine headache"	97	114	"Diseases & Disorders"	"propranolol"	58	69	"Chemicals & Drugs"	"This study demonstrated that both low-dose topiramate and propranolol could significantly reduce migraine headache frequency, intensity, and duration."
"PA"	18713156	7	"migraine headache"	97	114	"Diseases & Disorders"	"topiramate"	43	53	"Chemicals & Drugs"	"This study demonstrated that both low-dose topiramate and propranolol could significantly reduce migraine headache frequency, intensity, and duration."
"PA"	18713156	5	"headache"	158	166	"Diseases & Disorders"	"topiramate"	14	24	"Chemicals & Drugs"	"Results - The topiramate group showed a reduction in the mean (+/-SD) of monthly migraine frequency from 6.07 (+/-1.89) to 1.83 (+/-1.39) episodes per month, headache intensity from 7.1 (+/-1.45) to 3.67 (+/-2.1) based on the Visual Analog Scale, and headache duration from 16.37 (+/-7.26) to 6.23 (+/-5.22) hours (P < 0.001)."
"PA"	18713156	5	"migraine"	81	89	"Diseases & Disorders"	"topiramate"	14	24	"Chemicals & Drugs"	"Results - The topiramate group showed a reduction in the mean (+/-SD) of monthly migraine frequency from 6.07 (+/-1.89) to 1.83 (+/-1.39) episodes per month, headache intensity from 7.1 (+/-1.45) to 3.67 (+/-2.1) based on the Visual Analog Scale, and headache duration from 16.37 (+/-7.26) to 6.23 (+/-5.22) hours (P < 0.001)."
"PA"	18077493	0	"hypertension"	73	85	"Diseases & Disorders"	"medium-dose glucocorticoid"	22	48	"Chemicals & Drugs"	"Long-term exposure to medium-dose glucocorticoid therapy associates with hypertension in patients with rheumatoid arthritis."
"FA"	18077493	0	"rheumatoid arthritis"	103	123	"Diseases & Disorders"	"medium-dose glucocorticoid"	22	48	"Chemicals & Drugs"	"Long-term exposure to medium-dose glucocorticoid therapy associates with hypertension in patients with rheumatoid arthritis."
"FA"	17547473	7	"cancer"	212	218	"Diseases & Disorders"	"amlodipine"	54	64	"Chemicals & Drugs"	"Compared with both diuretics and contemporary agents, amlodipine decreases cardiovascular events to a similar or greater extent without evidence for increased coronary heart disease, gastrointestinal bleeding or cancer."
